horse_name,horse_url,country_of_origin,age,color,sex,import_type,season_stakes,total_stakes,no_123_starts,no_starts_in_10,stable_loc,trainer,owner,current_rating,sos_rating,sire,dam,dam_sire,retired
HEART CONQUERED(D174),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D174,AUS,6,Chestnut,Gelding,PP,"$690,800 ","$2,145,300 ",0-3-4-19,2,Hong Kong(09/09/2019),R Gibson,Pan Sutong,67,67,Akeed Mofeed,Heart To Fear,Show A Heart,FALSE
TELECOM JAC(D368),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D368,AUS,-1,Bay,Gelding,PP,,"$105,000 ",0-0-0-6,-1,,,Sunny Cheung King Fung,61,-1,The Factor,Flying Flitter,Flying Spur,TRUE
SUNNY LAD(D265),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D265,GB,-1,Chestnut,Gelding,PP,,"$570,000 ",1-0-0-15,-1,,,"Helena Wai Suk Chong, Lisa Marie Djeng Kar Yee & Irene Wai Suk Yan",59,-1,Sepoy,Mini Mosa,Indian Ridge,TRUE
WHAT A LEGEND(C004),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C004,AUS,7,Brown,Gelding,PPG,"$119,600 ","$2,731,180 ",3-2-3-30,2,Hong Kong(13/10/2021),K H Ting,Racing Guru Syndicate,55,60,Duporth,What An Impact,More Than Ready,FALSE
CHANCHENG PRINCE(D270),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D270,USA,4,Grey,Gelding,PPG,"$1,873,800 ","$4,582,800 ",5-2-3-19,1,Hong Kong(24/09/2021),K W Lui,Chancheng Racing Syndicate,81,69,Carpe Diem,Bliss,Flashy Bull,FALSE
KA YING MASTER(C240),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C240,AUS,6,Bay,Horse,PPG,"$528,000 ","$6,038,340 ",6-3-1-20,1,Hong Kong(03/11/2021),T P Yung,Ip Chi Ming,86,85,Snitzel,Make Me Dream,Sadler's Wells,FALSE
PRINCE OF FROG(D324),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D324,AUS,-1,Bay,Gelding,PP,,"$142,500 ",0-0-0-10,-1,,,"Wong Yat Cheung, Eliza Wong & Amy Wong Hoi Fung",63,-1,Brazen Beau,Clearly Foxy,Volponi,TRUE
WAR OF COURAGE(C483),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C483,AUS,5,Bay,Gelding,PPG,"$54,950 ","$4,498,585 ",3-5-3-24,1,Hong Kong(15/05/2019),K L Man,Joe Wong Wai Cho,65,69,Declaration Of War,Arms Wide Open,Encosta de Lago,FALSE
PRINCE OF BON BON(D383),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D383,SAF,6,Brown,Gelding,PP,$0 ,$0 ,0-0-0-13,0,Hong Kong(19/11/2021),Y S Tsui,George Hing Chang,41,44,Querari,La Garita,Lateral,FALSE
PERFECT MATCH(B393),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B393,AUS,-1,Bay,Gelding,PPG,,"$11,541,300 ",8-2-2-17,-1,,,Mr & Mrs Peter Kung,110,-1,Not A Single Doubt,Modave,Montjeu,TRUE
JOLLY BANNER(V077),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V077,AUS,-1,Brown,Gelding,PP,,"$20,481,450 ",7-8-10-48,-1,,,Mr & Mrs Kenny Cheng Tsin Ki,110,-1,Lonhro,Valkyrie Diva,Jade Robbery,TRUE
VICTORIAM(C186),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C186,AUS,-1,Brown,Gelding,PPG,,"$6,608,550 ",5-2-3-25,-1,,,Victoriam Syndicate,85,-1,I Am Invincible,Quality Impulse,Elusive Quality,TRUE
COMPUTER PATCH(D139),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D139,AUS,5,Bay,Gelding,PP,"$285,000 ","$16,062,500 ",4-6-1-22,1,Conghua(23/11/2021),A S Cruz,Yeung Kin Man,110,112,Exceed And Excel,Girl Hussler,Hussonet,FALSE
RATTAN(A061),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A061,NZ,8,Brown,Gelding,PPG,$0 ,"$21,039,300 ",7-7-4-41,0,Hong Kong(29/07/2016),R Gibson,Wong Ting Bor,97,104,Savabeel,Grand Princess,Last Tycoon,FALSE
CHAMPION'S WAY(C061),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C061,AUS,6,Bay,Gelding,PPG,"$351,500 ","$16,136,500 ",7-4-4-29,2,Hong Kong(27/08/2020),J Size,"Dr & Mrs Arthur Leung, Elaine Leung and Angela Leung",110,113,Hinchinbrook,Greta's Yarn,Redoute's Choice,FALSE
FAT TURTLE(C215),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C215,AUS,-1,Bay,Gelding,PP,,"$8,281,050 ",3-6-2-28,-1,,,"Ho Koon Wah, Tsui Yuk Wah & Dominic Ho Tsz Kin",95,-1,Smart Missile,Pilya,Gulch,TRUE
WISHFUL THINKER(B180),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B180,AUS,8,Bay,Gelding,PP,$0 ,"$17,070,275 ",7-1-7-42,2,Hong Kong(03/07/2021),C H Yip,Ideal Brilliance Syndicate,96,107,I Am Invincible,Zebithea,Barathea,FALSE
AMAZING STAR(B019),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B019,NZ,7,Bay,Gelding,PPG,$0 ,"$9,062,690 ",7-2-1-26,1,Hong Kong(12/11/2021),K H Ting,Grinders' Racing Club Syndicate,109,113,Darci Brahma,Bright Abyss,Royal Academy,FALSE
BEAUTY LEGACY(D023),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D023,AUS,6,Brown,Gelding,PP,"$235,500 ","$3,856,500 ",1-1-1-23,1,Hong Kong(25/06/2021),J Size,Patrick Kwok Ho Chuen,74,76,Fiorente,Rosa Perlato,Encosta de Lago,FALSE
SHINING ACE(C229),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C229,AUS,-1,Bay,Gelding,PPG,,"$10,643,950 ",6-6-8-39,-1,,,Gerald Siu Chi Shing,90,-1,Testa Rossa,Dance Idol,Danehill Dancer,TRUE
EXCELLENT PROPOSAL(D386),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D386,AUS,5,Chestnut,Gelding,PP,"$803,250 ","$14,913,250 ",4-2-0-10,2,Hong Kong(14/07/2021),J Size,Kenneth Chung Kin Shu,102,101,Exceed And Excel,Procrastination,Pivotal,FALSE
STAR PERFORMANCE(C429),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C429,NZ,-1,Brown,Gelding,PP,,"$3,717,000 ",2-2-3-30,-1,,,Mr & Mrs Mike Cheung Shun Ching,68,-1,Per Incanto,Star Guest,Pentire,TRUE
GREAT TREASURE(T380),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T380,AUS,10,Chestnut,Gelding,PP,"$80,600 ","$8,376,790 ",8-7-6-88,2,Conghua(30/11/2021),Y S Tsui,Ken Leung Woon Kin,54,59,Husson,Russian Belle,Stravinsky,FALSE
UNCLE STEVE(C140),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C140,FR,-1,Bay,Gelding,PP,,"$5,507,600 ",2-4-4-27,-1,,,Hubert Tien & Ben Fung Ka Kin,76,-1,Dabirsim,Great News,Bering,TRUE
TOP SCORE(V357),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V357,AUS,-1,Bay,Gelding,PP,,"$4,445,855 ",4-3-4-55,-1,,,Francis Lui Sing Chuen,37,-1,High Chaparral,Sarasota,Danehill,TRUE
THE HULK(C431),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C431,AUS,6,Bay,Gelding,PP,$0 ,"$3,570,900 ",2-3-2-29,1,Conghua(16/11/2021),C Fownes,Eddie Junior Yau,74,78,Spirit Of Boom,Friendly Glow,Iglesia,FALSE
REGENCY BO BO(A050),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A050,NZ,8,Bay,Gelding,PPG,$0 ,"$10,299,775 ",7-10-6-60,2,Hong Kong(05/11/2021),C S Shum,Wong Shing Ngai,76,81,Denman,Tsukioka,Flying Spur,FALSE
GIFT OF LIFELINE(C172),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C172,AUS,6,Bay,Gelding,PPG,"$149,150 ","$5,940,290 ",5-1-8-35,2,Hong Kong(19/09/2018),A T Millard,Dr Eddy Fong Ching,71,76,Pierro,Princess Quality,Elusive Quality,FALSE
TIANCHI MONSTER(B350),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B350,NZ,7,Brown,Gelding,PP,"$1,515,050 ","$7,993,350 ",5-5-4-44,2,Hong Kong(21/07/2021),W Y So,Wong Cho Bau,80,72,Shocking,Princess Biscotte,Casino Prince,FALSE
ALCARI(A354),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A354,AUS,7,Brown,Gelding,PPG,"$54,950 ","$6,445,650 ",3-8-7-47,1,Hong Kong(19/11/2021),P F Yiu,Tam Kwok Cheung,62,66,All Too Hard,Cariad,Sequalo,FALSE
CORDYCEPS(B070),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B070,AUS,-1,Bay,Gelding,PPG,,"$4,980,050 ",4-4-5-27,-1,,,Royal Elitist Team Syndicate,77,-1,Stratum,Enciamo,Encounter,TRUE
PERFECT PAIR(C027),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C027,NZ,7,Bay,Gelding,PPG,$0 ,"$2,659,360 ",3-1-3-23,0,Hong Kong(26/11/2021),K H Ting,"Sherman Ting Wing Cheung, David Ting Chi Ho, Joyce Ting Tung Sum & Tina Ting Tung Yan",65,65,Darci Brahma,Minori Express,Green Line Express,FALSE
PRIVATE COUNCIL(D389),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D389,AUS,-1,Bay,Gelding,PP,,$0 ,0-0-0-4,-1,,,Christina Bao Quan & Chan Sau Ho,66,-1,Medaglia d'Oro,Miss Mossman,Mossman,TRUE
HONGKONG GREAT(D353),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D353,CHI,6,Bay,Gelding,PP,$0 ,"$3,479,500 ",3-0-2-13,0,Hong Kong(28/05/2020),C S Shum,Healthy & Happy Racing Syndicate,102,102,Lookin At Lucky,La Sinverguenza,Scat Daddy,FALSE
MONGOLIAN KING(A098),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A098,NZ,-1,Bay,Gelding,PP,,"$8,870,825 ",4-8-3-39,-1,,,Clement Chen Jianwen,100,-1,Sufficient,Albacora,Lord Ballina,TRUE
BALLISTIC KING(C231),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C231,AUS,-1,Bay,Gelding,PP,,"$5,925,950 ",2-6-5-24,-1,,,Ballistic Racing Syndicate,89,-1,Commands,Adulterer,Traditionally,TRUE
STAR SHINE(B163),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B163,AUS,-1,Chestnut,Gelding,PP,,"$7,890,700 ",4-2-7-29,-1,,,Sunny Bright Syndicate,94,-1,Magic Albert,Kvarena,Arena,TRUE
SUPER OASIS(D085),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D085,NZ,6,Bay,Gelding,PP,"$54,950 ","$3,477,450 ",1-1-0-27,2,Hong Kong(12/11/2021),K W Lui,King Kong V Racing Syndicate,72,80,Rock 'N' Pop,Not Sure,Masterclass,FALSE
KYRUS UNICORN(D267),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D267,IRE,5,Grey,Gelding,PP,$0 ,"$579,500 ",0-1-1-18,1,Hong Kong(27/10/2019),C W Chang,Emily Wong Man Yan & Wong Ying Sheung,60,64,Havana Gold,Zindana,Dalakhani,FALSE
BEAUTY APPLAUSE(C228),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C228,AUS,-1,Chestnut,Gelding,PPG,,"$8,114,700 ",6-3-3-22,-1,,,Junbon Chan Chun Bong,110,-1,Stratum,Easy Step,Arena,TRUE
KING OPIE(B034),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B034,NZ,-1,Bay,Gelding,PPG,,"$5,627,700 ",5-2-3-32,-1,,,Mr & Mrs Jimmy Leung Kwok Wai and Mr & Mrs Thomas Leung Wai Kin,73,-1,Ocean Park,Hope So,Fast 'N' Famous,TRUE
AMAZING BEATS(C507),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C507,AUS,-1,Bay,Gelding,PP,,"$2,274,000 ",1-0-0-13,-1,,,Nicola Chu Ming Nga,76,-1,Epaulette,Ouachita,Canny Lad,TRUE
RACING FIGHTER(B285),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B285,NZ,7,Grey,Gelding,PP,$0 ,"$7,475,000 ",6-3-1-44,0,Hong Kong(03/12/2021),C H Yip,CAAF Syndicate,80,80,Mastercraftsman,Comme Tu Veux,Howbaddouwantit,FALSE
SUPER WEALTHY(D108),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D108,AUS,6,Bay,Gelding,PP,"$4,522,000 ","$9,729,000 ",5-3-1-15,1,Conghua(02/12/2021),D A Hayes,Sidney Leung Kwun Wa,108,92,Epaulette,Well Hidden,More Than Ready,FALSE
FLASHCARD(D264),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D264,IRE,-1,Chestnut,Gelding,PP,,$0 ,0-0-0-9,-1,,,Eugene Chuang Yue Chien,56,-1,Fast Company,Portico,Pivotal,TRUE
MONICA(B271),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B271,AUS,-1,Grey,Gelding,PP,,"$4,010,700 ",4-4-1-30,-1,,,Apple of My Eyes Syndicate,76,-1,Murtajill,Senorita de Lago,Encosta de Lago,TRUE
NORTHERN SUPERSTAR(C073),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C073,SAF,-1,Bay,Gelding,PP,,"$1,367,750 ",0-0-0-17,-1,,,Edmond Yue Kwok Yin,73,-1,Count Dubois,Pagan Dance,Jet Master,TRUE
HAPPY FUN(B316),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B316,NZ,-1,Bay,Gelding,PP,,"$3,981,700 ",2-4-2-22,-1,,,Ngan Pui Ying & Ngan Ng Yu Ying,83,-1,Darci Brahma,Mystery Creek,Kaapstad,TRUE
AMAZING ONE PLUS(D173),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D173,IRE,6,Chestnut,Gelding,PP,"$144,000 ","$1,013,000 ",0-1-1-12,1,Hong Kong(19/05/2021),T P Yung,Peter Yip Hak Yung,78,84,Shamardal,Hazarafa,Daylami,FALSE
WINS ALL(C388),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C388,AUS,6,Chestnut,Gelding,PPG,"$36,400 ","$1,526,400 ",1-4-1-14,1,Hong Kong(12/11/2021),W Y So,Lai Wai Chi,50,50,Testa Rossa,Fragrant Storm,Exceed And Excel,FALSE
GOUTEN OF GARO(A291),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A291,NZ,-1,Chestnut,Gelding,PPG,,"$2,710,500 ",3-2-6-39,-1,,,Raymond Gianco Chow Hon Man,47,-1,Per Incanto,Brookster,Danske,TRUE
FLYING MONKEY(T361),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T361,NZ,-1,Bay,Gelding,PPG,,"$3,796,825 ",3-9-4-56,-1,,,The Racing Twelve Syndicate,23,-1,Pins,Dandify,Danehill,TRUE
AURORA STEED(C023),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C023,AUS,-1,Chestnut,Gelding,PPG,,"$273,375 ",0-1-0-16,-1,,,Alexander Leung Ho Yin,25,-1,Unencumbered,Miss Meerkat,Catbird,TRUE
BEAUT BEAUT(A315),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A315,NZ,-1,Bay,Gelding,ISG,,"$2,552,450 ",3-2-3-31,-1,,,Dr & Mrs Wilson Ip Chun Heng,35,-1,Darci Brahma,Luscious Legs,Pins,TRUE
LA BOMBA(B143),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B143,AUS,-1,Chestnut,Gelding,PPG,,"$465,500 ",0-1-2-17,-1,,,"Alan Leung Wai Zen, Yildiz Choi Yat Fan & Anita Yip Hau Ki",21,-1,Time Thief,De Right Stuff,Dehere,TRUE
SHOW MISSION(T436),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T436,NZ,-1,Bay,Gelding,PPG,,"$2,569,500 ",2-8-2-54,-1,,,Wong Kiam Seng,10,-1,Showcasing,Olga Palosky,Crested Wave,TRUE
APOLLOS BOW(C384),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C384,AUS,-1,Bay,Gelding,PPG,,"$592,500 ",1-1-0-13,-1,,,"Dr Eric Li Ka Cheung, Omelia Li Kwan Chi Hing & Krizia Li Po Yee",33,-1,Hussonet,Starred For Life,Encosta de Lago,TRUE
MASTERWORK(C334),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C334,AUS,5,Bay,Gelding,PPG,"$27,300 ","$192,300 ",0-1-0-9,0,Hong Kong(11/08/2021),Y S Tsui,Happy Punters Syndicate,30,31,Nicconi,Betchapass,War Pass,FALSE
HARBOUR ALERT(T254),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2014_T254,AUS,-1,Grey,Gelding,PP,,"$5,397,788 ",2-11-5-56,-1,,,Tony Chan Chi Ming,21,-1,Alert,Miss Love,Fastnet Rock,TRUE
YEE CHEONG LUCKY(B357),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B357,GB,-1,Bay,Gelding,ISG,,"$1,145,225 ",2-0-2-28,-1,,,Choi Hiu Fung,28,-1,Acclamation,Melbourne Memories,Sleeping Indian,TRUE
ISLAND WINNER(C088),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C088,AUS,-1,Brown,Gelding,PPG,,"$590,500 ",1-0-1-17,-1,,,Ng To,32,-1,Foxwedge,Iltizaam,Exceed And Excel,TRUE
FAITHFUL TRINITY(A247),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A247,GER,7,Bay,Gelding,PP,"$239,200 ","$3,744,595 ",4-2-3-47,2,Hong Kong(19/11/2021),W Y So,Lai Wai Chi,46,48,Wiener Walzer,Saaleland,Lando,FALSE
CHARITY GRAND(B358),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B358,AUS,-1,Bay,Gelding,ISG,,"$1,176,665 ",1-2-1-11,-1,,,"Edward Chan King Sang, Chan Wo Ping & Ng Sun Wah",50,-1,Exceed And Excel,Music Review,Singspiel,TRUE
LADY FIRST(B013),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B013,NZ,8,Bay,Gelding,PP,"$98,800 ","$3,892,410 ",1-5-11-48,1,Hong Kong(01/12/2021),A S Cruz,HK Association of Lady Horse Lovers Syndicate,49,53,Zacinto,Avoid,Cullen,FALSE
UNIVERSAL GO GO(B132),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B132,NZ,7,Bay,Gelding,PPG,"$228,800 ","$5,147,485 ",4-8-7-44,1,Conghua(23/11/2021),K W Lui,Alexander Wong,56,57,Azamour,Love Blooms,Kaapstad,FALSE
PERFECT TO PLAY(B095),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B095,IRE,-1,Chestnut,Gelding,PP,,"$3,197,285 ",4-2-2-54,-1,,,"Mr & Mrs Ringo Ng Yiu Kwok, Jasmine Ng Kwan Yin and Harry Ng Kwan Hang",37,-1,Born To Sea,Centreofattention,Danehill,TRUE
ELECTRIC LIGHTNING(A189),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A189,AUS,-1,Bay,Gelding,PPG,,"$3,298,580 ",4-3-3-44,-1,,,"Samson Yip Yan Tion, Dumas Chow Wai Sang & Eric Tong Man Leung",44,-1,Not A Single Doubt,Plain Crazy,Bite The Bullet,TRUE
EVEN KEEL(C442),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C442,IRE,5,Chestnut,Gelding,PP,"$136,500 ","$444,000 ",0-1-1-26,1,Hong Kong(17/03/2019),A T Millard,Chan Oi Yi,21,25,Born To Sea,Dew,Whipper,FALSE
RIGHT HONOURABLE(A164),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A164,IRE,7,Bay,Gelding,PP,"$94,200 ","$4,597,985 ",5-2-3-46,1,Hong Kong(22/10/2016),R Gibson,Yan Ming,63,66,Famous Name,Agnetha,Big Shuffle,FALSE
INDIGENOUS STAR(A081),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A081,AUS,-1,Bay,Gelding,PPG,,"$3,825,395 ",5-2-7-55,-1,,,N T Heung Yee Kuk Syndicate,27,-1,Exceed And Excel,Nandi,Dynaformer,TRUE
BIG BANG BONG(V186),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2015_V186,IRE,8,Bay,Gelding,PP,$0 ,"$7,053,753 ",4-7-4-81,1,Hong Kong(25/10/2015),C W Chang,Lau Ng Mui Chu,19,24,Big Bad Bob,Dreamaway,Oasis Dream,FALSE
HAR HAR HEART(A224),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A224,AUS,-1,Bay,Gelding,PPG,,"$4,948,870 ",4-5-4-46,-1,,,Mr & Mrs Arthur Chan Kwan Hung,30,-1,Myboycharlie,Dangerous Dancer,Danehill Dancer,TRUE
BULB ELITE(A183),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A183,NZ,-1,Grey,Gelding,PP,,"$1,712,780 ",1-2-3-37,-1,,,Alfred Chong Kin Ngai & Jack Chong Chun Kit,34,-1,Iffraaj,Miranda Miss,Reset,TRUE
MOMENTUM GALAXY(C275),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C275,AUS,6,Bay,Gelding,PP,"$938,200 ","$3,283,200 ",3-3-1-30,2,Hong Kong(24/06/2019),K H Ting,Tony Ng Fung Sing,62,56,The Factor,Angel's Breath,Tale Of The Cat,FALSE
NEXTMODEL(D015),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D015,AUS,6,Bay,Gelding,PPG,$0 ,"$940,415 ",1-1-1-14,0,Conghua(09/09/2021),T P Yung,Chan Bun & Regina Pang Oi Fung,53,53,Stratum,Rock On Bye,Octagonal,FALSE
WILD WEST WING(C381),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C381,AUS,5,Bay,Gelding,PPG,"$182,000 ","$2,878,040 ",3-2-3-25,3,Hong Kong(19/05/2021),J Size,Terry Fok Kwong Hang,56,62,Exceed And Excel,Thump,Red Ransom,FALSE
G UNIT(C329),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C329,AUS,-1,Bay,Gelding,PPG,,"$2,035,326 ",2-1-3-16,-1,,,"Andy Wong Ka Wai, Dickson Wong Bao Xi & Adrian Gooljarry",55,-1,Danerich,Jindga,Keltrice,TRUE
WINNING WAYS(B332),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B332,IRE,-1,Bay,Gelding,PP,,"$1,899,490 ",1-3-3-33,-1,,,Henry Cheng Kar Shun,43,-1,Lope de Vega,Sahara Sky,Danehill,TRUE
SEVENTH SEA(D134),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D134,SAF,-1,Bay,Gelding,PP,,$0 ,0-0-0-20,-1,,,Gold Mines Syndicate,31,-1,Seventh Rock,Schism,Count Dubois,TRUE
FORZA ANGEL(B333),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B333,GB,-1,Chestnut,Gelding,PP,,"$1,415,988 ",1-0-3-31,-1,,,Tse Ming Yee,48,-1,Mayson,Noble One,Primo Dominie,TRUE
FOR FUN'S SAKE(D242),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D242,AUS,-1,Bay,Gelding,PPG,,"$948,750 ",1-3-0-26,-1,,,Gary Lui,27,-1,Manhattan Rain,Paradise Lost,Sadler's Wells,TRUE
PRECIOUS SWEETIE(B254),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2017_B254,AUS,-1,Bay,Gelding,PPG,,"$1,997,425 ",2-2-2-28,-1,,,Mr & Mrs Raymund Chao Pak Ki,41,-1,Fastnet Rock,Everswindell,Align,TRUE
EVERBRAVE(A364),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2016_A364,NZ,-1,Bay,Gelding,PP,,"$1,827,820 ",1-2-3-38,-1,,,Arthur Wong Chun Mo,33,-1,Alamosa,Miss Riviera,Montjeu,TRUE
WONDER BRAHMA(C525),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C525,NZ,-1,,,ISG,,"$432,068 ",0-1-2-17,-1,,,Derek Tam Lap Tak,20,-1,Darci Brahma,Myback,Dubawi,TRUE
PLANET FLYER(D224),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2019_D224,AUS,-1,Bay,Gelding,PPG,,$0 ,0-0-0-8,-1,,,Planet Racing Syndicate,19,-1,Rothesay,Decibel,Bernardini,TRUE
HARMONY N HOME(C531),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C531,IRE,5,Brown,Gelding,ISG,"$94,200 ","$2,661,520 ",2-1-5-22,2,Hong Kong(05/11/2021),C S Shum,"Cheung Ming Man, Cheung Ying Ho, Joseph Lee Chung Tak & Antonny Cheng King Chiu",65,69,Slade Power,Keepers Hill,Danehill,FALSE
SIMPLY FLUKE(C352),https://racing.hkjc.com/racing/information/English/Horse/Horse.aspx?HorseId=HK_2018_C352,NZ,7,Bay,Gelding,PPG,"$149,150 ","$5,114,255 ",5-4-4-30,1,Conghua(23/11/2021),D J Whyte,Horace Cheng Lung Don,75,76,Keeper,Heartache,Casual Lies,FALSE
